home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
Goiás EC,Red Bull Bragantino,0,2,2 de novembro de 2023 18:00,Estádio Hailé Pinheiro (Serrinha),10.182,Rodrigo José Pereira de Lima,"[{""player"": ""Lucas Halter"", ""minute"": ""47'""}, {""player"": ""Hugo Ferreira de Farias"", ""minute"": ""59'""}, {""player"": ""Juli\u00e1n Eduardo Palacios"", ""minute"": ""90+3'""}]",[],[],"[{""player"": ""Jadsom Meemyas de Oliveira da Silva"", ""minute"": ""65'""}, {""player"": ""Cleiton Schwengber"", ""minute"": ""76'""}, {""player"": ""Marcos Vinicios Lopes Moura"", ""minute"": ""88'""}]",[],"[{""player"": ""Thiago Nicol\u00e1s Borbas Silva"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Talisson de Almeida"", ""minute"": ""90'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dha7qtk2vh2euaggjrsfpb5lg
Cuiabá EC,CR Vasco da Gama,0,2,2 de novembro de 2023 17:00,Arena Pantanal,27.604,Ramon Abatti,"[{""player"": ""Raniele Almeida Melo"", ""minute"": ""73'""}, {""player"": ""Matheus Alexandre Anast\u00e1cio de Souza"", ""minute"": ""90+6'""}]",[],[],"[{""player"": ""Paulo Henrique de Oliveira Alves"", ""minute"": ""18'""}]",[],"[{""player"": ""Gabriel Fortes Chaves"", ""minute"": ""57'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luca Nicol\u00e1s Orellano"", ""minute"": ""90+10'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dik3oibbv12j4m79obzaoy6ms
Botafogo FR,SE Palmeiras,3,4,1 de novembro de 2023 21:30,Estádio Nilton Santos,34.913,Braulio da Silva Machado,"[{""player"": ""V\u00edctor Leandro Cuesta"", ""minute"": ""33'""}, {""player"": ""Francisco das Chagas Soares dos Santos"", ""minute"": ""69'""}, {""player"": ""Danilo das Neves Pinheiro"", ""minute"": ""80'""}, {""player"": ""Fernando Mar\u00e7al de Oliveira"", ""minute"": ""83'""}, {""player"": ""L\u00facio Fl\u00e1vio"", ""minute"": ""84'""}, {""player"": ""Marlon Rodrigues de Freitas"", ""minute"": ""90+7'""}, {""player"": ""Leonel Di Pl\u00e1cido"", ""minute"": ""90+9'""}]","[{""player"": ""Adryelson Shawann Lima Silva"", ""minute"": ""76'""}]","[{""player"": ""Carlos Eduardo de Oliveira Alves"", ""minute"": ""21'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Danilo das Neves Pinheiro"", ""minute"": ""30'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jos\u00e9 Antonio dos Santos J\u00fanior"", ""minute"": ""36'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Mayke Rocha de Oliveira"", ""minute"": ""11'""}, {""player"": ""Ronielson da Silva Barbosa"", ""minute"": ""80'""}, {""player"": ""Gustavo Ra\u00fal G\u00f3mez Portillo"", ""minute"": ""80'""}, {""player"": ""Artur Victor Guimar\u00e3es"", ""minute"": ""87'""}, {""player"": ""Murilo Cerqueira Paim"", ""minute"": ""90+10'""}]",[],"[{""player"": ""Endrick Felipe Moreira de Sousa"", ""minute"": ""49'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Endrick Felipe Moreira de Sousa"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jos\u00e9 Manuel Alberto L\u00f3pez"", ""minute"": ""89'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Murilo Cerqueira Paim"", ""minute"": ""90+9'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dgh020z50mejw8parmnwkuk9g
Clube Atlético Mineiro,Fortaleza EC,3,1,1 de novembro de 2023 21:30,Arena MRV,28.898,Matheus Delgado Candançan,[],[],"[{""player"": ""Paulo Henrique Sampaio Filho"", ""minute"": ""16'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Paulo Henrique Sampaio Filho"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Givanildo Vieira de Souza"", ""minute"": ""61'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Gonzalo Daniel Escobar"", ""minute"": ""51'""}, {""player"": ""Pedro Rocha Neves"", ""minute"": ""88'""}]",[],"[{""player"": ""Juan Mart\u00edn Lucero"", ""minute"": ""44'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dhjhfkq3f9gogjkgjbw2hwdn8
CR Flamengo,Santos FC Sao Paulo,1,2,1 de novembro de 2023 20:00,Estádio Nacional,64.708,Rafael Rodrigo Klein,"[{""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""50'""}, {""player"": ""Bruno Henrique Pinto"", ""minute"": ""90+5'""}]","[{""player"": ""Gerson Santos da Silva"", ""minute"": ""42'""}, {""player"": ""Bruno Henrique Pinto"", ""minute"": ""90+5'""}]","[{""player"": ""Pedro Guilherme Abreu dos Santos"", ""minute"": ""21'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Rodrigo Fern\u00e1ndez Cedr\u00e9s"", ""minute"": ""65'""}, {""player"": ""Lucas Braga Ribeiro"", ""minute"": ""75'""}]",[],"[{""player"": ""Gustavo Nonato Santana"", ""minute"": ""33'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Joaquim Henrique Pereira Silva"", ""minute"": ""89'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Lucas Braga Ribeiro"", ""minute"": ""90'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dg7wakbytczgo3ijt8t4pvuok
Coritiba FBC,Grêmio FB Porto Alegrense,1,2,1 de novembro de 2023 20:00,Couto Pereira,21.767,Marcelo de Lima Henrique,"[{""player"": ""Dami\u00e1n Marcelino Moreno"", ""minute"": ""74'""}, {""player"": ""Islam Slimani"", ""minute"": ""78'""}]",[],"[{""player"": ""Robson dos Santos Fernandes"", ""minute"": ""60'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""F\u00e1bio Pereira da Silva"", ""minute"": ""11'""}, {""player"": ""Walter Kannemann"", ""minute"": ""78'""}]",[],"[{""player"": ""Math\u00edas Adalberto Villasanti Rol\u00f3n"", ""minute"": ""27'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Aldemir dos Santos Ferreira"", ""minute"": ""83'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Islam Slimani"", ""minute"": ""85'""}]",[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/di1o2y8w7cetu077nnfzjdn9w
SC Internacional,América FC (Minas Gerais),1,1,1 de novembro de 2023 19:00,Beira-Rio,15.441,Flavio Rodrigues De Souza,[],[],"[{""player"": ""Enner Remberto Valencia Lastra"", ""minute"": ""15'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Danilo Fernando Avelar"", ""minute"": ""76'""}, {""player"": ""Alexandre Egea"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Marlon Matheus Lopes do Nascimento"", ""minute"": ""74'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dhskqlwpm3axh36q6phc5lyc4
SC Corinthians Paulista,Club Athletico Paranaense,1,0,1 de novembro de 2023 19:00,Neo Química Arena,29.612,Leandro Pedro Vuaden,"[{""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""66'""}]",[],"[{""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""64'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Vitor Frezarin Bueno"", ""minute"": ""58'""}, {""player"": ""Tom\u00e1s Esteban Cuello"", ""minute"": ""62'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dh12ysmzgllmtmh5oergvqgpg
EC Bahia,Fluminense FC,1,0,31 de outubro de 2023 19:00,Arena Fonte Nova,33.936,Edina Alves Batista,"[{""player"": ""Gilberto Moraes J\u00fanior"", ""minute"": ""48'""}, {""player"": ""Victor Hugo Soares dos Santos"", ""minute"": ""90'""}]",[],"[{""player"": ""Everaldo Stum"", ""minute"": ""40'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Thiago dos Santos"", ""minute"": ""21'""}, {""player"": ""Eduardo Barros"", ""minute"": ""84'""}, {""player"": ""David Braz de Oliveira Filho"", ""minute"": ""90'""}, {""player"": ""Leonardo Cecilio Fern\u00e1ndez L\u00f3pez"", ""minute"": ""90+2'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/diav7ofeonoawivewzthqqn84
Botafogo FR,Cuiabá EC,0,1,29 de outubro de 2023 20:00,Estádio Nilton Santos,30.659,Wilton Pereira Sampaio,"[{""player"": ""V\u00edctor Leandro Cuesta"", ""minute"": ""45+8'""}]",[],[],"[{""player"": ""Alan Pereira Empereur"", ""minute"": ""28'""}, {""player"": ""Ant\u00f3nio Oliveira"", ""minute"": ""44'""}, {""player"": ""Lucas da Silva Izidoro"", ""minute"": ""45+5'""}, {""player"": ""Denilson Alves Borges"", ""minute"": ""50'""}, {""player"": ""Walter Leandro Capeloza Artune"", ""minute"": ""78'""}, {""player"": ""Raniele Almeida Melo"", ""minute"": ""90+6'""}]",[],"[{""player"": ""Isidro Miguel Pitta Sald\u00edvar"", ""minute"": ""52'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/ddwnwr0vyc5kh5lvh1srlwopg
SC Internacional,Coritiba FBC,3,4,29 de outubro de 2023 18:30,Beira-Rio,36.272,André Luiz Skettino Policarpo Bento,"[{""player"": ""Enner Remberto Valencia Lastra"", ""minute"": ""35'""}, {""player"": ""Charles Mariano Ar\u00e1nguiz Sandoval"", ""minute"": ""45+3'""}, {""player"": ""Maur\u00edcio Magalh\u00e3es Prado"", ""minute"": ""69'""}, {""player"": ""Pedro Henrique Konzen Medina da Silva"", ""minute"": ""72'""}, {""player"": ""Alan Patrick Louren\u00e7o"", ""minute"": ""74'""}, {""player"": ""Jo\u00e3o Lucas de Souza Cardoso"", ""minute"": ""86'""}, {""player"": ""Keiller da Silva Nunes"", ""minute"": ""90+9'""}]","[{""player"": ""Vitor Eduardo da Silva Matos"", ""minute"": ""9'""}]","[{""player"": ""Alan Patrick Louren\u00e7o"", ""minute"": ""43'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Bruno Henrique Corsini"", ""minute"": ""83'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Enner Remberto Valencia Lastra"", ""minute"": ""90+12'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Matheus Henrique Bianqui"", ""minute"": ""45'""}, {""player"": ""Natanael Moreira Milouski"", ""minute"": ""55'""}, {""player"": ""Dami\u00e1n Marcelino Moreno"", ""minute"": ""78'""}, {""player"": ""Hayner William Monjardim Cordeiro"", ""minute"": ""90+1'""}, {""player"": ""Reynaldo C\u00e9sar Moraes"", ""minute"": ""90+10'""}]",[],"[{""player"": ""Maur\u00edcio Garcez de Jesus"", ""minute"": ""28'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Matheus Henrique Bianqui"", ""minute"": ""45+4'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Robson dos Santos Fernandes"", ""minute"": ""70'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Robson dos Santos Fernandes"", ""minute"": ""90'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/df72eq8szfzabf2oqshec09w4
SC Corinthians Paulista,Santos FC Sao Paulo,1,1,29 de outubro de 2023 18:30,Neo Química Arena,41.950,Anderson Daronco,"[{""player"": ""Fausto Mariano Vera"", ""minute"": ""35'""}, {""player"": ""Gabriel Silva Moscardo de Salles"", ""minute"": ""63'""}, {""player"": ""Giuliano Victor de Paula"", ""minute"": ""67'""}, {""player"": ""F\u00e1bio Santos Romeu"", ""minute"": ""72'""}, {""player"": ""Bruno M\u00e9ndez Cittadini"", ""minute"": ""82'""}, {""player"": ""Mat\u00edas Nicol\u00e1s Rojas Romero"", ""minute"": ""90+1'""}]",[],"[{""player"": ""Jean Lucas de Souza Oliveira"", ""minute"": ""57'"", ""cont"": 1, ""penal"": 0}]","[{""player"": ""Tom\u00e1s Eduardo Rinc\u00f3n Hern\u00e1ndez"", ""minute"": ""28'""}, {""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""90+10'""}]",[],"[{""player"": ""John Steven Mendoza Valencia"", ""minute"": ""90+9'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/def7wmegai5gu06r05cyyykgk
Goiás EC,CR Vasco da Gama,1,1,29 de outubro de 2023 16:00,Estádio Hailé Pinheiro (Serrinha),12.904,Flavio Rodrigues De Souza,"[{""player"": ""Bruno Ferreira Melo"", ""minute"": ""24'""}, {""player"": ""Juli\u00e1n Eduardo Palacios"", ""minute"": ""61'""}]",[],"[{""player"": ""Matheus Barcelos da Silva"", ""minute"": ""90+2'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Pablo Ezequiel Vegetti Pfaffen"", ""minute"": ""24'""}, {""player"": ""Jair Rodrigues J\u00fanior"", ""minute"": ""41'""}, {""player"": ""Maicon Pereira Roque"", ""minute"": ""77'""}, {""player"": ""Cauan Lucas Barros da Luz"", ""minute"": ""86'""}]",[],"[{""player"": ""Pablo Ezequiel Vegetti Pfaffen"", ""minute"": ""58'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Pablo Ezequiel Vegetti Pfaffen"", ""minute"": ""90'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/deombguc2o3cklcmkjp8xg9p0
Club Athletico Paranaense,São Paulo FC,1,1,29 de outubro de 2023 16:00,Arena da Baixada,26.579,Rafael Rodrigo Klein,"[{""player"": ""Hugo Moura Arruda da Silva"", ""minute"": ""57'""}]",[],"[{""player"": ""Pablo Felipe Teixeira"", ""minute"": ""7'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Pablo Gon\u00e7alves Maia Fortunato"", ""minute"": ""17'""}, {""player"": ""Erison Danilo de Souza"", ""minute"": ""24'""}, {""player"": ""Nathan Gabriel de Souza Mendes"", ""minute"": ""55'""}, {""player"": ""Luciano da Rocha Neves"", ""minute"": ""68'""}, {""player"": ""Rafael Pires Monteiro"", ""minute"": ""90+3'""}]",[],"[{""player"": ""Pablo Gon\u00e7alves Maia Fortunato"", ""minute"": ""10'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dfg6dkbiefk56gbxc38hmum8k
Clube Atlético Mineiro,Fluminense FC,2,0,28 de outubro de 2023 22:00,Arena MRV,23.003,Raphael Claus,"[{""player"": ""Rubens Ant\u00f4nio Dias"", ""minute"": ""52'""}, {""player"": ""Jemerson de Jesus Nascimento"", ""minute"": ""59'""}]",[],"[{""player"": ""Paulo Henrique Sampaio Filho"", ""minute"": ""62'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Paulo Henrique Sampaio Filho"", ""minute"": ""83'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Leanderson da Silva Gen\u00e9sio"", ""minute"": ""49'""}, {""player"": ""Fernando Diniz"", ""minute"": ""50'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dexwftliwbn7yse966ymtnmdw
SE Palmeiras,EC Bahia,1,0,28 de outubro de 2023 19:00,Allianz Parque,33.747,Rodrigo José Pereira de Lima,"[{""player"": ""F\u00e1bio Silva de Freitas"", ""minute"": ""50'""}]",[],"[{""player"": ""Raphael Cavalcante Veiga"", ""minute"": ""38'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Nicol\u00e1s Brian Acevedo Tab\u00e1rez"", ""minute"": ""9'""}, {""player"": ""Victor Hugo Soares dos Santos"", ""minute"": ""45+3'""}, {""player"": ""Everaldo Stum"", ""minute"": ""77'""}]",[],[],[],"[{""player"": ""Nicol\u00e1s Brian Acevedo Tab\u00e1rez"", ""minute"": ""90'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/de5ullsvxkityxhsnw0tv572s
América FC (Minas Gerais),Grêmio FB Porto Alegrense,3,4,28 de outubro de 2023 19:00,Estádio Raimundo Sampaio,3.008,Matheus Delgado Candançan,[],[],"[{""player"": ""Rodrigo Henrique Santos de Souza"", ""minute"": ""3'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Gonzalo Math\u00edas Mastriani Borges"", ""minute"": ""35'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Gonzalo Math\u00edas Mastriani Borges"", ""minute"": ""49'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Jo\u00e3o Pedro Vilardi Pinto"", ""minute"": ""75'""}, {""player"": ""Gabriel Hamester Grando"", ""minute"": ""90'""}]",[],"[{""player"": ""Reinaldo Manoel da Silva"", ""minute"": ""17'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Everton Galdino Moreira"", ""minute"": ""20'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luis Alberto Su\u00e1rez D\u00edaz"", ""minute"": ""71'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Franco Sebasti\u00e1n Cristaldo"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dfyt02co11f07wior12k732fo
Santos FC Sao Paulo,Coritiba FBC,2,1,26 de outubro de 2023 21:30,Vila Belmiro,12.205,Wagner do Nascimento Magalhaes,"[{""player"": ""Joaquim Henrique Pereira Silva"", ""minute"": ""42'""}, {""player"": ""Julio C\u00e9sar Furch"", ""minute"": ""86'""}]",[],"[{""player"": ""Matheus Henrique Bianqui"", ""minute"": ""4'"", ""cont"": 1, ""penal"": 0}, {""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""73'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Willian Roberto de Farias"", ""minute"": ""8'""}, {""player"": ""Robson dos Santos Fernandes"", ""minute"": ""36'""}, {""player"": ""Matheus Henrique Bianqui"", ""minute"": ""60'""}, {""player"": ""Frans\u00e9rgio Rodrigues Barbosa"", ""minute"": ""71'""}]",[],"[{""player"": ""Robson dos Santos Fernandes"", ""minute"": ""11'"", ""cont"": 0, ""penal"": 1}]",[],"[{""player"": ""Willian Roberto de Farias"", ""minute"": ""38'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dbtewel5a77wv34aurem31n2s
CR Vasco da Gama,SC Internacional,1,2,26 de outubro de 2023 19:00,São Januário,20.098,Luiz Flávio de Oliveira,"[{""player"": ""Jos\u00e9 Gabriel dos Santos Silva"", ""minute"": ""37'""}, {""player"": ""Paulo Lucas Santos de Paula"", ""minute"": ""48'""}, {""player"": ""Erick Marcus dos Santos Oliveira do Carmo"", ""minute"": ""88'""}]",[],"[{""player"": ""Alex Teixeira Santos"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Wanderson Maciel Sousa Campos"", ""minute"": ""51'""}, {""player"": ""Sergio Ram\u00f3n Rochet \u00c1lvarez"", ""minute"": ""59'""}, {""player"": ""Gabriel Iv\u00e1n Mercado"", ""minute"": ""80'""}, {""player"": ""Carlos Mar\u00eda de Pena Bonino"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Maur\u00edcio Magalh\u00e3es Prado"", ""minute"": ""20'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Enner Remberto Valencia Lastra"", ""minute"": ""59'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Paulo Lucas Santos de Paula"", ""minute"": ""90+1'""}, {""player"": ""Erick Marcus dos Santos Oliveira do Carmo"", ""minute"": ""90+5'""}]",[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dbaox13m4zbg4l3ptzcbm0jro
Grêmio FB Porto Alegrense,CR Flamengo,3,2,25 de outubro de 2023 21:30,Arena do Grêmio,20.206,Rodrigo José Pereira de Lima,"[{""player"": ""Walter Kannemann"", ""minute"": ""26'""}, {""player"": ""Aldemir dos Santos Ferreira"", ""minute"": ""47'""}, {""player"": ""Pedro Tonon Geromel"", ""minute"": ""78'""}]",[],"[{""player"": ""Aldemir dos Santos Ferreira"", ""minute"": ""76'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Nathan Ribeiro Fernandes"", ""minute"": ""81'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Andr\u00e9 Henrique da Silva Martins"", ""minute"": ""86'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Erick Antonio Pulgar Farf\u00e1n"", ""minute"": ""24'""}, {""player"": ""Leonardo Pereira"", ""minute"": ""64'""}, {""player"": ""Luiz de Ara\u00fajo Guimar\u00e3es Neto"", ""minute"": ""84'""}, {""player"": ""\u00c9verton Augusto de Barros Ribeiro"", ""minute"": ""90'""}]",[],"[{""player"": ""Everton Sousa Soares"", ""minute"": ""42'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luiz de Ara\u00fajo Guimar\u00e3es Neto"", ""minute"": ""89'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dcmlw17artg4ymz8ewevbto2c
Cuiabá EC,SC Corinthians Paulista,0,1,25 de outubro de 2023 21:30,Arena Pantanal,36.620,André Luiz Skettino Policarpo Bento,"[{""player"": ""Fernando Pereira do Nascimento"", ""minute"": ""45'""}]",[],[],"[{""player"": ""Bruno M\u00e9ndez Cittadini"", ""minute"": ""75'""}, {""player"": ""F\u00e1bio Santos Romeu"", ""minute"": ""90+7'""}, {""player"": ""Carlos Gilberto do Nascimento Silva"", ""minute"": ""90+9'""}]",[],"[{""player"": ""\u00c1ngel Rodrigo Romero Villamayor"", ""minute"": ""77'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dde5dojzzghike3nz7lcgz28k
SE Palmeiras,São Paulo FC,5,0,25 de outubro de 2023 20:00,Allianz Parque,32.618,Raphael Claus,"[{""player"": ""Jos\u00e9 Rafael Vivian"", ""minute"": ""21'""}, {""player"": ""Endrick Felipe Moreira de Sousa"", ""minute"": ""44'""}, {""player"": ""Raphael Cavalcante Veiga"", ""minute"": ""45+10'""}]",[],"[{""player"": ""Breno Henrique Vasconcelos Lopes"", ""minute"": ""16'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Breno Henrique Vasconcelos Lopes"", ""minute"": ""26'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Joaqu\u00edn Piquerez Moreira"", ""minute"": ""45+7'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Marcos Luis Rocha Aquino"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Joaqu\u00edn Piquerez Moreira"", ""minute"": ""87'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Lucas Lopes Beraldo"", ""minute"": ""25'""}, {""player"": ""M\u00e1rcio Rafael Ferreira de Souza"", ""minute"": ""45+2'""}, {""player"": ""Wellington Soares da Silva"", ""minute"": ""79'""}]",[],[],[],"[{""player"": ""M\u00e1rcio Rafael Ferreira de Souza"", ""minute"": ""61'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dbk41gfz5nwkxhz8yucr00bh0
Cruzeiro EC,EC Bahia,3,0,25 de outubro de 2023 20:00,Mineirão,36.104,Flavio Rodrigues De Souza,"[{""player"": ""Lucas Silva Borges"", ""minute"": ""27'""}, {""player"": ""Luiz Filipe da Rosa Machado"", ""minute"": ""75'""}]",[],"[{""player"": ""Victor Hugo Soares dos Santos"", ""minute"": ""19'"", ""cont"": 1, ""penal"": 0}, {""player"": ""Marlon Rodrigues Xavier"", ""minute"": ""53'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Bruno Rafael Rodrigues do Nascimento"", ""minute"": ""88'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Camilo Dami\u00e1n C\u00e1ndido Aquino"", ""minute"": ""63'""}, {""player"": ""Cauly Oliveira Souza"", ""minute"": ""90'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dcbr00cc1j1k22ascvzdz23o4
