home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
Grêmio FB Porto Alegrense,CR Vasco da Gama,1,0,3 de dezembro de 2023 18:30,Arena do Grêmio,48.106,Ramon Abatti,"[{""player"": ""Bruno Fabiano Alves Nascimento"", ""minute"": ""45+5'""}, {""player"": ""Gustavo Martins de Souza Santos"", ""minute"": ""48'""}, {""player"": ""Nathan Allan de Souza"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Luis Alberto Su\u00e1rez D\u00edaz"", ""minute"": ""46'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Marlon Gomes Claudino"", ""minute"": ""75'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dx8u45kyioapn8pk82c2lz5zo
Fortaleza EC,Goiás EC,1,0,3 de dezembro de 2023 18:30,Castelão,50.317,Anderson Daronco,"[{""player"": ""Cristian Chagas Tarouco"", ""minute"": ""37'""}, {""player"": ""Thiago Galhardo do Nascimento Rocha"", ""minute"": ""54'""}]",[],"[{""player"": ""Guilherme Augusto Vieira dos Santos"", ""minute"": ""6'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Guilherme Costa Marques"", ""minute"": ""24'""}, {""player"": ""Jackson Diego Ibraim Fagundes"", ""minute"": ""48'""}, {""player"": ""Alesson dos Santos Batista"", ""minute"": ""90+4'""}, {""player"": ""Matheus Barcelos da Silva"", ""minute"": ""90+5'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dxr5daelihzbxch0fqlangzdg
Red Bull Bragantino,Coritiba FBC,1,0,3 de dezembro de 2023 18:30,Nabizão,3.442,Dyorgines José Padovani Andrade,"[{""player"": ""H\u00e9lio J\u00fanio Nunes de Castro"", ""minute"": ""33'""}, {""player"": ""Matheus Fernandes Siqueira"", ""minute"": ""35'""}, {""player"": ""Luis Ant\u00f4nio da Rocha J\u00fanior"", ""minute"": ""58'""}, {""player"": ""Matheus Gon\u00e7alves Martins"", ""minute"": ""79'""}]",[],"[{""player"": ""Leonardo Rech Ortiz"", ""minute"": ""75'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Kaio C\u00e9sar Andrade Lima"", ""minute"": ""58'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dwqgxd8pqvw2yzy35tucb8hlg
Botafogo FR,Cruzeiro EC,0,0,3 de dezembro de 2023 18:30,Estádio Nilton Santos,15.462,Wilton Pereira Sampaio,"[{""player"": ""Danilo Barbosa da Silva"", ""minute"": ""32'""}, {""player"": ""Gabriel Appelt Pires"", ""minute"": ""45+1'""}, {""player"": ""Adryelson Shawann Lima Silva"", ""minute"": ""47'""}, {""player"": ""Diego da Silva Costa"", ""minute"": ""89'""}]",[],[],"[{""player"": ""Helibelton Palacios Zapata"", ""minute"": ""21'""}, {""player"": ""Hueglo dos Santos Neris"", ""minute"": ""45+3'""}, {""player"": ""Luciano Cast\u00e1n da Silva"", ""minute"": ""90+5'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dvz2aptzvhp7w079duqxl61hw
Club Athletico Paranaense,Santos FC Sao Paulo,3,0,3 de dezembro de 2023 18:30,Arena da Baixada,21.056,Rafael Rodrigo Klein,"[{""player"": ""Fernando Luiz Roza"", ""minute"": ""56'""}, {""player"": ""Thiago Heleno Henrique Ferreira"", ""minute"": ""60'""}, {""player"": ""Erick Luis Conrado Carvalho"", ""minute"": ""65'""}, {""player"": ""Alex Paulo Menezes Santana"", ""minute"": ""82'""}, {""player"": ""Carlos de Menezes J\u00fanior"", ""minute"": ""88'""}]",[],"[{""player"": ""Vitor Frezarin Bueno"", ""minute"": ""45+6'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Madson Ferreira dos Santos"", ""minute"": ""75'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Willian Gomes de Siqueira"", ""minute"": ""90+3'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Tom\u00e1s Eduardo Rinc\u00f3n Hern\u00e1ndez"", ""minute"": ""42'""}, {""player"": ""Joaquim Henrique Pereira Silva"", ""minute"": ""44'""}, {""player"": ""Rodrigo Fern\u00e1ndez Cedr\u00e9s"", ""minute"": ""83'""}, {""player"": ""Alfredo Jos\u00e9 Morelos Avil\u00e9z"", ""minute"": ""90+10'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dxi09aoyoz0gajqab89nxqas4
América FC (Minas Gerais),EC Bahia,3,2,3 de dezembro de 2023 18:30,Estádio Raimundo Sampaio,2.471,Marcelo de Lima Henrique,"[{""player"": ""Marlon Matheus Lopes do Nascimento"", ""minute"": ""51'""}, {""player"": ""Joriwinnyson Santos dos Anjos Rodrigues"", ""minute"": ""76'""}]","[{""player"": ""Mateus Henrique Alves Silva"", ""minute"": ""62'""}]","[{""player"": ""Ricardo C\u00e9sar Dantas da Silva"", ""minute"": ""29'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Renato Marques de Oliveira J\u00fanior"", ""minute"": ""38'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Renato Marques de Oliveira J\u00fanior"", ""minute"": ""47'"", ""cont"": 0, ""penal"": 0}]",[],[],"[{""player"": ""Everaldo Stum"", ""minute"": ""26'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Ademir da Silva Santos J\u00fanior"", ""minute"": ""57'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dy0cz1t5qabxzbthj9v3jnh90
SE Palmeiras,Fluminense FC,1,0,3 de dezembro de 2023 16:00,Allianz Parque,29.986,Braulio da Silva Machado,"[{""player"": ""Gustavo Ra\u00fal G\u00f3mez Portillo"", ""minute"": ""18'""}]",[],"[{""player"": ""Breno Henrique Vasconcelos Lopes"", ""minute"": ""30'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Vin\u00edcius Moreira de Lima"", ""minute"": ""32'""}, {""player"": ""Leanderson da Silva Gen\u00e9sio"", ""minute"": ""75'""}]","[{""player"": ""Lucas da Sliva Justen"", ""minute"": ""55'""}]",[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dw85y43srdg26ms15bzpup7v8
CR Flamengo,Cuiabá EC,2,1,3 de dezembro de 2023 16:00,Estádio Jornalista Mário Filho (Maracanã),63.148,Rodrigo José Pereira de Lima,"[{""player"": ""Leonardo Pereira"", ""minute"": ""83'""}, {""player"": ""Luiz de Ara\u00fajo Guimar\u00e3es Neto"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Luiz de Ara\u00fajo Guimar\u00e3es Neto"", ""minute"": ""6'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Pedro Guilherme Abreu dos Santos"", ""minute"": ""45+4'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Alan Pereira Empereur"", ""minute"": ""69'""}]",[],"[{""player"": ""Clayson Henrique da Silva Vieira"", ""minute"": ""79'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dvq1h8ns4bj6o3qkvfrk1xkb8
Clube Atlético Mineiro,São Paulo FC,2,1,2 de dezembro de 2023 21:00,Mineirão,53.856,Sávio Pereira Sampaio,"[{""player"": ""Guilherme Antonio Arana Lopes"", ""minute"": ""65'""}, {""player"": ""Givanildo Vieira de Souza"", ""minute"": ""78'""}, {""player"": ""Matheus Mendes Werneck de Oliveira"", ""minute"": ""89'""}, {""player"": ""Paulo Henrique Sampaio Filho"", ""minute"": ""90+5'""}]",[],"[{""player"": ""Givanildo Vieira de Souza"", ""minute"": ""77'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Paulo Henrique Sampaio Filho"", ""minute"": ""90+4'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Michel Daryl Ara\u00fajo Villar"", ""minute"": ""46'""}]",[],"[{""player"": ""Luciano da Rocha Neves"", ""minute"": ""90+1'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dwzlwb5vth31sceb6srd2hk44
SC Corinthians Paulista,SC Internacional,1,2,2 de dezembro de 2023 18:00,Neo Química Arena,40.338,Caio Max Augusto Vieira,"[{""player"": ""Carlos Gilberto do Nascimento Silva"", ""minute"": ""50'""}, {""player"": ""Gabriel Silva Moscardo de Salles"", ""minute"": ""79'""}]","[{""player"": ""Lucas Ver\u00edssimo da Silva"", ""minute"": ""90+4'""}]","[{""player"": ""\u00c1ngel Rodrigo Romero Villamayor"", ""minute"": ""57'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Igor Gomes Silva"", ""minute"": ""18'""}, {""player"": ""Gustavo Campanharo"", ""minute"": ""90+12'""}]",[],"[{""player"": ""Maur\u00edcio Magalh\u00e3es Prado"", ""minute"": ""35'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Wanderson Maciel Sousa Campos"", ""minute"": ""66'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dwh9u4tvzsl8a9f0qxushmi38
Red Bull Bragantino,Fortaleza EC,1,2,30 de novembro de 2023 20:30,Nabizão,4.516,Denis Ribeiro Serafim,"[{""player"": ""Luis Ant\u00f4nio da Rocha J\u00fanior"", ""minute"": ""44'""}]","[{""player"": ""Eric dos Santos Rodrigues"", ""minute"": ""74'""}, {""player"": ""Alerrandro Barra Mansa Realino de Souza"", ""minute"": ""78'""}]","[{""player"": ""Eduardo Colcenti Antunes"", ""minute"": ""45+3'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Jos\u00e9 Welison da Silva"", ""minute"": ""43'""}, {""player"": ""Jo\u00e3o Ricardo Riedi"", ""minute"": ""48'""}, {""player"": ""Glaybson Yago Souza Lisboa"", ""minute"": ""56'""}, {""player"": ""Pedro Augusto Borges da Costa"", ""minute"": ""72'""}]",[],"[{""player"": ""Glaybson Yago Souza Lisboa"", ""minute"": ""14'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Calebe Gon\u00e7alves Ferreira da Silva"", ""minute"": ""23'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/du6m1db2xyad5hbmc3nfpy2hg
Cruzeiro EC,Club Athletico Paranaense,1,1,30 de novembro de 2023 20:00,Mineirão,36.696,Leandro Pedro Vuaden,"[{""player"": ""Ian Luccas Baroni Boetto"", ""minute"": ""14'""}, {""player"": ""Hueglo dos Santos Neris"", ""minute"": ""39'""}, {""player"": ""William de Asevedo Furtado"", ""minute"": ""68'""}]",[],"[{""player"": ""Matheus Fellipe Costa Pereira"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Matheus Felipe Santos Nascimento"", ""minute"": ""40'""}, {""player"": ""Carlos de Menezes J\u00fanior"", ""minute"": ""79'""}, {""player"": ""Hugo Moura Arruda da Silva"", ""minute"": ""87'""}, {""player"": ""R\u00f4mulo Jos\u00e9 Cardoso da Cruz"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Vitor Hugo Roque Ferreira"", ""minute"": ""65'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/duftct8i6arxfe3h8nped4npw
Grêmio FB Porto Alegrense,Goiás EC,2,1,30 de novembro de 2023 19:00,Arena do Grêmio,36.875,Marcelo de Lima Henrique,"[{""player"": ""Nathan Ribeiro Fernandes"", ""minute"": ""31'""}, {""player"": ""Felipe Ignacio Carballo Ares"", ""minute"": ""38'""}, {""player"": ""Gustavo Martins de Souza Santos"", ""minute"": ""67'""}]",[],"[{""player"": ""Aldemir dos Santos Ferreira"", ""minute"": ""50'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Franco Sebasti\u00e1n Cristaldo"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Juli\u00e1n Eduardo Palacios"", ""minute"": ""48'""}, {""player"": ""Lu\u00eds Dialisson de Souza Alves"", ""minute"": ""75'""}]",[],"[{""player"": ""Everton Morelli Casimiro"", ""minute"": ""28'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dup397v2ozo9zyo2hdrdq5u6s
SE Palmeiras,América FC (Minas Gerais),4,0,29 de novembro de 2023 21:30,Allianz Parque,29.717,Wilton Pereira Sampaio,"[{""player"": ""Kaiky Marques Naves"", ""minute"": ""32'""}, {""player"": ""Richard R\u00edos Montoya"", ""minute"": ""55'""}]",[],"[{""player"": ""Endrick Felipe Moreira de Sousa"", ""minute"": ""2'"", ""cont"": 0, ""penal"": 0}, {""player"": ""\u00c9der Ferreira Graminho"", ""minute"": ""40'"", ""cont"": 1, ""penal"": 0}, {""player"": ""Jos\u00e9 Manuel Alberto L\u00f3pez"", ""minute"": ""88'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jos\u00e9 Manuel Alberto L\u00f3pez"", ""minute"": ""90+2'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""J\u00falio C\u00e9sar Alves Gon\u00e7alves"", ""minute"": ""15'""}, {""player"": ""\u00c9der Ferreira Graminho"", ""minute"": ""36'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dtmjlg95wnhg65h48mflg6rro
Coritiba FBC,Botafogo FR,1,1,29 de novembro de 2023 21:30,Couto Pereira,No data,Rodrigo José Pereira de Lima,"[{""player"": ""Thalisson Gabriel Pereira Moreira"", ""minute"": ""18'""}, {""player"": ""Robson dos Santos Fernandes"", ""minute"": ""34'""}, {""player"": ""Andrey Ramos do Nascimento"", ""minute"": ""63'""}, {""player"": ""Benjam\u00edn Ku\u0161\u010devi\u0107 Jaramillo"", ""minute"": ""90+7'""}]","[{""player"": ""Jamerson Santos de Jesus"", ""minute"": ""45+4'""}]","[{""player"": ""Eduardo Nascimento da Silva J\u00fanior"", ""minute"": ""90+9'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Francisco das Chagas Soares dos Santos"", ""minute"": ""7'""}]","[{""player"": ""Carlos Eduardo de Oliveira Alves"", ""minute"": ""32'""}]","[{""player"": ""Francisco das Chagas Soares dos Santos"", ""minute"": ""90+7'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/duycvyp4oxn97ymvittdu95hw
Cuiabá EC,SC Internacional,0,2,29 de novembro de 2023 20:00,Arena Pantanal,12.527,Dyorgines José Padovani Andrade,"[{""player"": ""Raniele Almeida Melo"", ""minute"": ""39'""}, {""player"": ""Ant\u00f3nio Oliveira"", ""minute"": ""45'""}, {""player"": ""Matheus Alexandre Anast\u00e1cio de Souza"", ""minute"": ""47'""}, {""player"": ""Filipe Augusto Carvalho Souza"", ""minute"": ""75'""}]",[],[],"[{""player"": ""Jo\u00e3o Lucas de Souza Cardoso"", ""minute"": ""12'""}, {""player"": ""Pedro Henrique Konzen Medina da Silva"", ""minute"": ""90+6'""}]",[],"[{""player"": ""Enner Remberto Valencia Lastra"", ""minute"": ""52'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Pedro Henrique Konzen Medina da Silva"", ""minute"": ""89'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/dvgxawo8ff4ob12f8oqzg2c5w
