home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
Grêmio FB Porto Alegrense,Clube Atlético Mineiro,1,1,20 de janeiro de 2021 19:15,Arena do Grêmio,No data,Raphael Claus,"[{""player"": ""Alisson Euler de Freitas Castro"", ""minute"": ""18'""}]",[],"[{""player"": ""\u00c9verton Cardoso da Silva"", ""minute"": ""85'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Allan Rodrigues de Souza"", ""minute"": ""14'""}]",[],"[{""player"": ""Hyoran Kau\u00ea Dalmoro"", ""minute"": ""31'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4z9cq16m7m0d2wf9gdh1rlysq
EC Bahia,Club Athletico Paranaense,1,0,20 de janeiro de 2021 18:00,Arena Fonte Nova,No data,Luiz Flávio de Oliveira,"[{""player"": ""Ramon Rodrigo de Carvalho"", ""minute"": ""9'""}, {""player"": ""Juan Pablo Ram\u00edrez Vel\u00e1squez"", ""minute"": ""79'""}]",[],"[{""player"": ""Thiago Eduardo de Andrade"", ""minute"": ""65'"", ""cont"": 0, ""penal"": 0}]",[],[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4zyd4rhcf2fgx53ihcbj2699m
Botafogo FR,Atlético Goianiense,1,3,20 de janeiro de 2021 17:00,Estádio Nilton Santos,No data,Ramon Abatti,"[{""player"": ""Caio Alexandre Souza e Silva"", ""minute"": ""38'""}, {""player"": ""Federico Barrandeguy Martino"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Matheus Barcelos da Silva"", ""minute"": ""63'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Danilo Gomes Magalh\u00e3es"", ""minute"": ""13'""}, {""player"": ""Matheus Sousa Pereira"", ""minute"": ""88'""}, {""player"": ""Lucas da Cruz Oliveira"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Danilo Gomes Magalh\u00e3es"", ""minute"": ""66'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jos\u00e9 Roberto Assun\u00e7\u00e3o de Ara\u00fajo Filho"", ""minute"": ""79'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Vitor Benedito Leque da Silva"", ""minute"": ""90+2'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/508tu656wh83geaaee9aq2gkq
Goiás EC,CR Flamengo,0,3,18 de janeiro de 2021 20:00,Estádio Hailé Pinheiro (Serrinha),No data,Rodolpho Toski Marques,"[{""player"": ""Jos\u00e9 Fernando Viana de Santana"", ""minute"": ""16'""}, {""player"": ""Rafael Martiniano de Miranda Moura"", ""minute"": ""31'""}, {""player"": ""Breno Washington Rodrigues da Silva"", ""minute"": ""45+3'""}, {""player"": ""Tadeu Antonio Ferreira"", ""minute"": ""48'""}, {""player"": ""Alejandro Ariel Cabral"", ""minute"": ""58'""}]",[],[],"[{""player"": ""Filipe Lu\u00eds Kasmirski"", ""minute"": ""16'""}]",[],"[{""player"": ""Giorgian Daniel de Arrascaeta Benedetti"", ""minute"": ""42'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""63'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Pedro Guilherme Abreu dos Santos"", ""minute"": ""90+4'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4wnr88k6esl9n8qgp2lbx9rvu
SE Palmeiras,SC Corinthians Paulista,4,0,18 de janeiro de 2021 19:00,Allianz Parque,No data,Jean Pierre Goncalves Lima,"[{""player"": ""Mat\u00edas Nicol\u00e1s Vi\u00f1a Susperreguy"", ""minute"": ""31'""}, {""player"": ""Danilo dos Santos de Oliveira"", ""minute"": ""60'""}]",[],"[{""player"": ""Raphael Cavalcante Veiga"", ""minute"": ""34'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luiz Adriano de Souza da Silva"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Raphael Cavalcante Veiga"", ""minute"": ""48'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luiz Adriano de Souza da Silva"", ""minute"": ""66'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Gustavo Henric da Silva"", ""minute"": ""64'""}, {""player"": ""Jo\u00e3o Vitor Xavier de Almeida"", ""minute"": ""72'""}, {""player"": ""Carlos Gilberto do Nascimento Silva"", ""minute"": ""75'""}]","[{""player"": ""Gabriel Girotto Franco"", ""minute"": ""77'""}]",[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4tnwdms2i04iiqpy680ubpw8a
SC Internacional,Fortaleza EC,4,2,17 de janeiro de 2021 20:30,Beira-Rio,No data,Rodrigo D'Alonso Ferreira,[],[],"[{""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""4'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Rodrigo Dourado Cunha"", ""minute"": ""10'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jo\u00e3o Gabriel Martins Peglow"", ""minute"": ""71'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Carlos Emiliano Pereira"", ""minute"": ""77'"", ""cont"": 1, ""penal"": 0}]","[{""player"": ""Paulo Marcos de Jesus Ribeiro"", ""minute"": ""28'""}, {""player"": ""Guilherme de Jesus da Silva"", ""minute"": ""71'""}, {""player"": ""Wanderson Santos Pereira"", ""minute"": ""89'""}]",[],"[{""player"": ""Wellington Pereira do Nascimento"", ""minute"": ""14'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Jos\u00e9 Rom\u00e1rio Silva de Souza"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4y2emqb9elo3437p84vuvdxm2
Ceará SC,Red Bull Bragantino,1,2,17 de janeiro de 2021 20:30,Castelão,No data,Marcelo de Lima Henrique,"[{""player"": ""Bruno de Jesus Pacheco"", ""minute"": ""65'""}]",[],"[{""player"": ""Vin\u00edcius Moreira de Lima"", ""minute"": ""62'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Edimar Curitiba Fraga"", ""minute"": ""26'""}, {""player"": ""Ricardo Ryller Ribeiro Lino Silva"", ""minute"": ""61'""}]",[],"[{""player"": ""Cl\u00e1udio Luiz Rodrigues Parise Leonel"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Cl\u00e1udio Luiz Rodrigues Parise Leonel"", ""minute"": ""90+7'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4x8wh4rulru7yl5qqzgfnyrfu
Clube Atlético Mineiro,Atlético Goianiense,3,1,17 de janeiro de 2021 18:15,Mineirão,No data,Braulio da Silva Machado,"[{""player"": ""Jair Rodrigues J\u00fanior"", ""minute"": ""43'""}, {""player"": ""Cl\u00e1udio Rodrigues Gomes"", ""minute"": ""71'""}]",[],"[{""player"": ""Hyoran Kau\u00ea Dalmoro"", ""minute"": ""13'"", ""cont"": 0, ""penal"": 0}, {""player"": ""J\u00fanior Osmar Ignacio Alonso Mujica"", ""minute"": ""42'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jair Rodrigues J\u00fanior"", ""minute"": ""62'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Wellington Soares da Silva"", ""minute"": ""33'""}, {""player"": ""Jo\u00e3o Victor da Silva Marcelino"", ""minute"": ""41'""}, {""player"": ""Marlon Rodrigues de Freitas"", ""minute"": ""65'""}]",[],"[{""player"": ""Janderson Santos de Souza"", ""minute"": ""75'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4yber4i85zueq9cfs8nqfpch6
Santos FC Sao Paulo,Botafogo FR,2,1,17 de janeiro de 2021 16:00,Vila Belmiro,No data,Leandro Pedro Vuaden,"[{""player"": ""La\u00e9rcio Sold\u00e1"", ""minute"": ""30'""}, {""player"": ""Yeferson Julio Soteldo Mart\u00ednez"", ""minute"": ""33'""}]",[],"[{""player"": ""Yeferson Julio Soteldo Mart\u00ednez"", ""minute"": ""4'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Bruno Henrique Marques Torres"", ""minute"": ""82'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Kevin Peterson dos Santos Silva"", ""minute"": ""30'""}]",[],"[{""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""45+2'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4wx3drknvd26rhosfcptz4sx6
Club Athletico Paranaense,São Paulo FC,1,1,17 de janeiro de 2021 16:00,Arena da Baixada,No data,Wilton Pereira Sampaio,"[{""player"": ""Paulo Autuori"", ""minute"": ""78'""}, {""player"": ""Fernando Canesin Matos"", ""minute"": ""79'""}, {""player"": ""Carlos Eduardo Ferreira de Souza"", ""minute"": ""84'""}]",[],"[{""player"": ""Renato Kayzer de Souza"", ""minute"": ""39'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Robert Abel Arboleda Escobar"", ""minute"": ""46'""}]",[],"[{""player"": ""Danilo das Neves Pinheiro"", ""minute"": ""61'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4x3x6vxm968deuq2mve1gh756
CR Vasco da Gama,Coritiba FBC,0,1,16 de janeiro de 2021 21:00,São Januário,No data,Flavio Rodrigues De Souza,"[{""player"": ""Leonardo de Matos Cruz"", ""minute"": ""24'""}, {""player"": ""Bruno Gomes da Silva Clevel\u00e1rio"", ""minute"": ""90+3'""}]","[{""player"": ""Henrique Silva Milagres"", ""minute"": ""30'""}]",[],"[{""player"": ""Nathan Ot\u00e1vio Ribeiro"", ""minute"": ""33'""}, {""player"": ""Nathanael Ananias da Silva"", ""minute"": ""42'""}]",[],"[{""player"": ""Hugo Moura Arruda da Silva"", ""minute"": ""44'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4xxbabzx5w4j6wsg7b8hkdu96
Fluminense FC,SC do Recife,1,0,16 de janeiro de 2021 19:00,Estádio Nilton Santos,No data,Heber Roberto Lopes,"[{""player"": ""Frederico Chaves Guedes"", ""minute"": ""76'""}]",[],"[{""player"": ""Patric Cabral Lalau"", ""minute"": ""49'"", ""cont"": 1, ""penal"": 0}]","[{""player"": ""Sander Henrique Bortolotto"", ""minute"": ""58'""}]","[{""player"": ""Carlos Eug\u00eanio J\u00fanior Tavares dos Santos"", ""minute"": ""40'""}]",[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4xs5npe9hk8uyyyidrctcckfe
SE Palmeiras,Grêmio FB Porto Alegrense,1,1,15 de janeiro de 2021 21:30,Allianz Parque,No data,Bruno Arleu de Araújo,"[{""player"": ""Breno Henrique Vasconcelos Lopes"", ""minute"": ""63'""}, {""player"": ""Marcos Luis Rocha Aquino"", ""minute"": ""76'""}, {""player"": ""Lucas Rafael Ara\u00fajo Lima"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Raphael Cavalcante Veiga"", ""minute"": ""33'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Walter Kannemann"", ""minute"": ""73'""}]",[],"[{""player"": ""Diego de Souza Andrade"", ""minute"": ""88'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4xkveowk807pyc05c0fi7vvxm
SC Corinthians Paulista,Fluminense FC,5,0,13 de janeiro de 2021 21:30,Neo Química Arena,No data,Rafael Traci,"[{""player"": ""V\u00edctor Danilo Cantillo Jim\u00e9nez"", ""minute"": ""46'""}]",[],"[{""player"": ""Jo\u00e3o Alves de Assis Silva"", ""minute"": ""25'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Juan Ram\u00f3n Cazares Sevillano"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}, {""player"": ""F\u00e1gner Conserva Lemos"", ""minute"": ""62'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Mateus da Silva Vital Assump\u00e7\u00e3o"", ""minute"": ""67'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luan Guilherme de Jes\u00fas Vieira"", ""minute"": ""90'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""H\u00fadson Rodrigues dos Santos"", ""minute"": ""45+1'""}, {""player"": ""Frederico Chaves Guedes"", ""minute"": ""45+3'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4uuy43ij69cwdjmpe3qdzgnl6
Red Bull Bragantino,Clube Atlético Mineiro,2,2,11 de janeiro de 2021 20:00,Nabizão,No data,Caio Max Augusto Vieira,"[{""player"": ""Tom\u00e1s Esteban Cuello"", ""minute"": ""33'""}, {""player"": ""Fabr\u00edcio Bruno Soares de Faria"", ""minute"": ""76'""}, {""player"": ""Ligger Moreira Malaquias"", ""minute"": ""90+8'""}, {""player"": ""Cl\u00e1udio Luiz Rodrigues Parise Leonel"", ""minute"": ""90+10'""}]",[],"[{""player"": ""Ricardo Ryller Ribeiro Lino Silva"", ""minute"": ""45+1'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Edimar Curitiba Fraga"", ""minute"": ""67'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Jorge Luis Sampaoli Moya"", ""minute"": ""27'""}]",[],"[{""player"": ""Jefferson David Savarino Quintero"", ""minute"": ""55'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Hyoran Kau\u00ea Dalmoro"", ""minute"": ""90+10'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4vn55xqbclrkxsn0xl9s9a25m
CR Vasco da Gama,Botafogo FR,3,0,10 de janeiro de 2021 20:30,São Januário,No data,Raphael Claus,"[{""player"": ""Glaybson Yago Souza Lisboa"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Talles Magno Bacelar Martins"", ""minute"": ""22'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Andrey Ramos do Nascimento"", ""minute"": ""77'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Glaybson Yago Souza Lisboa"", ""minute"": ""90+6'"", ""cont"": 0, ""penal"": 1}]",[],[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4v0qfbi9z5w6c5a73pamfa2ju
SC Internacional,Goiás EC,1,0,10 de janeiro de 2021 18:15,Beira-Rio,No data,Edina Alves Batista,[],[],"[{""player"": ""Bruno Concei\u00e7\u00e3o Praxedes"", ""minute"": ""43'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Breno Washington Rodrigues da Silva"", ""minute"": ""29'""}, {""player"": ""Heron Crespo da Silva"", ""minute"": ""61'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4wgocp3gk4jq521vp2fumtlyi
Atlético Goianiense,EC Bahia,1,1,10 de janeiro de 2021 18:15,Estádio Antônio Accioly,No data,Anderson Daronco,"[{""player"": ""Matheus Sousa Pereira"", ""minute"": ""18'""}, {""player"": ""Nicolas Vichiatto da Silva"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Matheus Sousa Pereira"", ""minute"": ""7'"", ""cont"": 0, ""penal"": 0}]",[],[],"[{""player"": ""Gabriel Novaes Fernandes"", ""minute"": ""75'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4vyppac60o24s5xnqug7cfiay
São Paulo FC,Santos FC Sao Paulo,0,1,10 de janeiro de 2021 16:00,Morumbi,No data,Braulio da Silva Machado,"[{""player"": ""Pablo Felipe Teixeira"", ""minute"": ""37'""}, {""player"": ""Anderson Hernanes de Carvalho Andrade"", ""minute"": ""82'""}]",[],[],"[{""player"": ""Alex de Oliveira Nascimento"", ""minute"": ""25'""}, {""player"": ""Vin\u00edcius Balieiro Louren\u00e7o de Carvalho"", ""minute"": ""43'""}, {""player"": ""Jo\u00e3o Paulo Silva Martins"", ""minute"": ""67'""}, {""player"": ""Alison Lopes Ferreira"", ""minute"": ""77'""}]",[],"[{""player"": ""Jobson Souza Santos"", ""minute"": ""46'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4vgughjvbgatprxsw5qpstlka
CR Flamengo,Ceará SC,0,2,10 de janeiro de 2021 16:00,Estádio Jornalista Mário Filho (Maracanã),No data,Paulo Roberto Alves Júnior,"[{""player"": ""Gustavo Henrique Vernes"", ""minute"": ""6'""}, {""player"": ""Gerson Santos da Silva"", ""minute"": ""45+3'""}, {""player"": ""Diego Ribas da Cunha"", ""minute"": ""85'""}]",[],[],"[{""player"": ""Richard de Oliveira Costa"", ""minute"": ""55'""}]","[{""player"": ""Guto Ferreira"", ""minute"": ""84'""}]","[{""player"": ""Vin\u00edcius Goes Barbosa de Souza"", ""minute"": ""13'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Kelvyn Ramos da Fonseca"", ""minute"": ""90'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4w9hnvs7t7wabco8le4cmlhm2
Fortaleza EC,Grêmio FB Porto Alegrense,0,0,9 de janeiro de 2021 21:00,Castelão,No data,Jefferson Ferreira de Moraes,"[{""player"": ""Wanderley de Jesus Sousa"", ""minute"": ""45+6'""}, {""player"": ""Jo\u00e3o Paulo da Silva Alves"", ""minute"": ""50'""}, {""player"": ""Luis Ant\u00f4nio Ferreira Rodrigues"", ""minute"": ""57'""}, {""player"": ""Wellington Pereira do Nascimento"", ""minute"": ""72'""}]",[],[],"[{""player"": ""Renato Ga\u00facho"", ""minute"": ""20'""}, {""player"": ""Lucas Silva Borges"", ""minute"": ""38'""}, {""player"": ""Jonathan Doin"", ""minute"": ""86'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4vt5uoodhch6piw8o36ph11ey
SC do Recife,SE Palmeiras,0,1,9 de janeiro de 2021 19:00,Ilha do Retiro,No data,Dyorgines José Padovani Andrade,"[{""player"": ""Rafael Thyere de Albuquerque Marques"", ""minute"": ""39'""}, {""player"": ""Thiago Neves Augusto"", ""minute"": ""54'""}, {""player"": ""Marcos Ant\u00f4nio Almeida Silva"", ""minute"": ""75'""}, {""player"": ""Ricardo Ribeiro de Lima"", ""minute"": ""90+7'""}, {""player"": ""Roberto Pimenta Vinagre Filho"", ""minute"": ""90+10'""}]",[],[],"[{""player"": ""Lucas Rafael Ara\u00fajo Lima"", ""minute"": ""32'""}, {""player"": ""Gabriel Vinicius Menino"", ""minute"": ""65'""}, {""player"": ""Benjam\u00edn Ku\u0161\u010devi\u0107 Jaramillo"", ""minute"": ""84'""}]",[],"[{""player"": ""Willian Gomes de Siqueira"", ""minute"": ""27'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4v86sgypxfe6c25ce7kr2e2ju
Coritiba FBC,Club Athletico Paranaense,0,0,9 de janeiro de 2021 19:00,Couto Pereira,No data,Ricardo Marques Ribeiro,"[{""player"": ""Robson dos Santos Fernandes"", ""minute"": ""53'""}, {""player"": ""Guilherme da Trindade Dubas"", ""minute"": ""66'""}]",[],[],"[{""player"": ""Leonardo Cittadini"", ""minute"": ""44'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4w3uiab0pzffk52baj8rdp2lm
Atlético Goianiense,CR Vasco da Gama,0,0,7 de janeiro de 2021 21:00,Estádio Antônio Accioly,No data,Sávio Pereira Sampaio,"[{""player"": ""Gustavo Henrique Ferrareis"", ""minute"": ""64'""}, {""player"": ""Jos\u00e9 Roberto Assun\u00e7\u00e3o de Ara\u00fajo Filho"", ""minute"": ""71'""}, {""player"": ""Marlon Rodrigues de Freitas"", ""minute"": ""82'""}]",[],[],"[{""player"": ""Leonardo de Matos Cruz"", ""minute"": ""14'""}, {""player"": ""Alexandre de Almeida Silva J\u00fanior"", ""minute"": ""75'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4t4tlq2dq05ldmbanez26w2ga
Ceará SC,SC Internacional,0,2,7 de janeiro de 2021 19:00,Castelão,No data,Felipe Fernandes de Lima,"[{""player"": ""Samuel Xavier Brito"", ""minute"": ""20'""}, {""player"": ""Charles Rigon Matos"", ""minute"": ""30'""}, {""player"": ""Bruno de Jesus Pacheco"", ""minute"": ""60'""}, {""player"": ""Pedro Henrique Naressi Machado"", ""minute"": ""70'""}, {""player"": ""Vin\u00edcius Moreira de Lima"", ""minute"": ""89'""}, {""player"": ""Wescley Gomes dos Santos"", ""minute"": ""90+1'""}]",[],[],"[{""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""62'""}, {""player"": ""V\u00edctor Leandro Cuesta"", ""minute"": ""64'""}, {""player"": ""Abel Math\u00edas Hern\u00e1ndez Platero"", ""minute"": ""88'""}, {""player"": ""Eden\u00edlson Andrade dos Santos"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Caio Vidal Rocha"", ""minute"": ""53'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""77'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4tv9uifg7ynb1czrv485cvcru
CR Flamengo,Fluminense FC,1,2,6 de janeiro de 2021 21:30,Estádio Jornalista Mário Filho (Maracanã),No data,Leandro Pedro Vuaden,"[{""player"": ""Bruno Henrique Pinto"", ""minute"": ""74'""}]",[],"[{""player"": ""Giorgian Daniel de Arrascaeta Benedetti"", ""minute"": ""40'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Lucas Felipe Calegari"", ""minute"": ""63'""}, {""player"": ""Yago Felipe da Costa Rocha"", ""minute"": ""79'""}, {""player"": ""Paulo Henrique Chagas de Lima"", ""minute"": ""90+4'""}, {""player"": ""Wanderson Felippe Cardoso dos Santos"", ""minute"": ""90+6'""}]",[],"[{""player"": ""Luccas Claro dos Santos"", ""minute"": ""55'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Yago Felipe da Costa Rocha"", ""minute"": ""90+3'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4swewaj70xyp3mmo2m7ok9duy
Red Bull Bragantino,São Paulo FC,4,2,6 de janeiro de 2021 21:30,Nabizão,No data,Luiz Flávio de Oliveira,"[{""player"": ""Artur Victor Guimar\u00e3es"", ""minute"": ""42'""}, {""player"": ""Aderlan de Lima Silva"", ""minute"": ""45+2'""}]",[],"[{""player"": ""Cl\u00e1udio Luiz Rodrigues Parise Leonel"", ""minute"": ""4'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Raul L\u00f4 Gon\u00e7alves"", ""minute"": ""14'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Fabr\u00edcio Bruno Soares de Faria"", ""minute"": ""18'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Artur Victor Guimar\u00e3es"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Bruno Fabiano Alves Nascimento"", ""minute"": ""17'""}, {""player"": ""Brenner Souza da Silva"", ""minute"": ""42'""}]","[{""player"": ""Danilo das Neves Pinheiro"", ""minute"": ""60'""}]","[{""player"": ""Danilo das Neves Pinheiro"", ""minute"": ""16'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Gonzalo Rodrigo Carneiro M\u00e9ndez"", ""minute"": ""90+5'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4tbcnpkd4h3b07e9n9zus61re
SC do Recife,Fortaleza EC,1,0,6 de janeiro de 2021 20:30,Ilha do Retiro,No data,Flavio Rodrigues De Souza,"[{""player"": ""Marcos Ant\u00f4nio Almeida Silva"", ""minute"": ""45+2'""}, {""player"": ""Ronaldo Henrique Ferreira da Silva"", ""minute"": ""48'""}, {""player"": ""Iago Justen Maidana Martins"", ""minute"": ""82'""}]",[],"[{""player"": ""Thiago Neves Augusto"", ""minute"": ""10'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Bruno Ferreira Melo"", ""minute"": ""86'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/4ukcujsu9igb6kssmoufkg60a
